user_id,item_id,rating,age,gender,occupation,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
308,264,2,60,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
666,1021,5,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,55,4,26,0,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
860,204,4,70,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
101,866,4,15,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
92,234,4,32,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
918,792,3,40,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,167,3,44,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
648,809,3,43,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
116,116,3,40,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
296,240,1,43,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,885,3,24,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
804,393,3,39,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
548,1089,2,51,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
173,938,3,56,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
384,328,4,52,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
642,35,2,18,1,18,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
539,236,3,53,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
293,255,3,24,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
472,825,5,24,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
319,333,4,38,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
617,134,3,27,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,153,5,27,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
452,96,2,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
291,550,4,19,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
537,224,3,36,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,321,4,38,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
671,38,5,21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
606,333,5,28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
457,356,4,33,1,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
733,151,4,44,1,13,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,88,4,43,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
697,244,5,25,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
582,919,5,17,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,257,3,23,0,18,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
519,266,5,22,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,1211,4,50,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
741,174,5,25,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,493,5,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,806,5,47,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32,271,3,28,1,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
870,255,2,22,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
715,250,2,21,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,11,4,32,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
181,1187,1,26,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,930,3,40,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,629,3,39,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
548,12,5,51,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
130,358,4,20,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
498,430,4,26,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
704,210,4,51,1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,477,3,19,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
727,167,2,25,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
517,311,3,24,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
460,302,4,44,1,13,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
921,1279,2,20,1,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,98,5,35,1,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
932,708,4,58,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
295,7,5,31,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
707,921,4,56,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
896,23,2,28,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
276,386,3,21,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,191,5,35,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
774,357,2,30,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
495,11,5,29,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
831,250,5,21,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
216,66,2,22,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
900,589,5,60,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529,300,4,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
711,755,3,22,1,18,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
458,134,5,47,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,148,3,22,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,67,5,19,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
588,638,4,18,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
274,220,4,20,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
500,381,4,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
214,173,4,26,1,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
488,358,3,48,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
279,1224,3,33,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,1332,1,26,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
877,56,5,30,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
213,187,5,33,0,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
933,183,4,28,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
839,825,4,38,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
264,14,4,36,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
425,912,2,19,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,288,5,34,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58,173,5,27,0,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
236,735,5,44,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
645,428,4,27,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,3,47,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,358,3,19,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
318,508,4,65,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,524,4,44,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,546,2,22,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429,1203,4,27,0,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
750,294,4,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,182,5,49,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
758,364,4,27,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,472,3,50,0,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
846,521,3,27,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
637,293,3,30,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
801,333,5,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
840,432,5,39,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,985,2,26,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
747,1203,5,19,0,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
313,665,4,41,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
450,689,3,35,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,355,4,36,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
234,628,2,60,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
922,265,5,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
339,1135,2,35,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
72,642,4,48,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
44,21,2,26,0,19,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
128,496,5,24,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,761,2,46,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
488,22,4,48,0,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
532,298,4,20,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
128,97,3,24,1,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
773,100,4,20,0,18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,214,4,24,0,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
59,1120,1,49,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,50,5,29,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
367,331,4,17,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
697,288,2,25,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
682,11,4,23,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
838,283,5,23,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
889,731,2,24,0,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
507,316,5,18,1,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
314,294,5,20,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189,16,3,32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
854,928,3,29,1,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
149,300,3,35,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,276,5,20,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
916,49,3,27,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31,498,4,24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
820,324,3,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
307,462,4,25,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
538,956,3,31,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
479,282,5,30,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
682,108,3,23,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,171,4,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
250,129,4,29,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
561,100,4,23,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
234,133,3,60,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
274,200,4,20,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,707,5,26,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
626,292,1,23,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535,22,3,45,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
660,313,4,26,0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
85,526,4,51,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287,9,5,21,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
932,589,5,58,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,200,3,38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,7,5,21,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
437,479,5,27,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
836,507,4,44,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,289,3,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,375,3,33,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,237,3,20,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
49,713,3,23,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749,566,3,33,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
610,315,4,22,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
126,905,2,28,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
902,300,4,45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
844,154,3,22,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
455,628,4,48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
291,448,5,19,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
389,531,4,44,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
280,468,4,30,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
844,151,4,22,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
774,468,2,30,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
939,275,4,26,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
271,242,4,51,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
619,385,5,17,0,18,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
152,783,4,33,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
346,216,3,34,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38,28,4,28,1,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
64,111,4,32,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
504,1439,4,40,1,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
406,56,5,52,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
690,70,2,35,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
638,118,3,45,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
779,300,3,31,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,70,3,35,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
216,298,5,22,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
870,382,3,22,0,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
94,22,4,26,0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
786,709,2,36,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
233,498,5,38,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
601,259,1,19,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,511,4,50,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,291,4,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
167,735,4,37,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
